mj,kanji,lines,yomi,shrink
4041,䓑,11,ヘイ,萍
4042,䓒,11,カイ,蒯
4043,䓓󠄀,10,ゼン,
4044,䓓󠄁,11,ゼン,
4045,䓔󠄁,10,こも,䓔
4046,䓔󠄂,11,こも,䓔
4047,䓗,12,ソウ,蔥棣葱
4048,䓘,12,コウ・キュウ・グ,茖晷
4049,䓙,12,カイ・ケ,乖
4050,䓚,12,ショ・ジョ・ソ,徂
4051,䓛,12,コツ・クチ・クツ,崫
4052,䓜,12,シ・ジ・チ,泜
4053,䓝,12,ボウ・ミョウ・モウ,孟
4054,䓞,12,レイ・ライ・レツ・レチ,戾芦
4055,䓟,12,シュウ・シュ・レツ・レチ,茢
4056,䓠,12,トウ,沓著
4057,䓡,12,チ,茹知
4059,䓢,12,コ・ク,箇
4060,䓣,12,リョウ,㒼
4061,䓤,12,コツ・コチ,葱
4063,䓥,12,ラツ・ラチ,草
4064,䓦󠄀,11,テン・のり,典
4065,䓦󠄁,12,テン,典
4066,䓧,12,キョク,亟焏
4067,䓭,12,サツ・セチ,刹苅
4068,䓮,13,ボウ・モ・モウ,茆
4069,䓯,12,トク,毒
4070,䓰,13,イン,茵
4071,䓱,13,サイ・シ,柴茈
4072,䓲󠄀,12,エイ・エツ・エチ,
4073,䓲󠄁,13,エイ・エツ・エチ,
4075,䓳,13,コン・カイ・ガイ,很茛
4076,䓴,13,ゼン・ネン,耎檽
4077,䓵󠄀,12,フ,嵓
4078,䓵󠄁,13,フ,嵓
4079,䓶,13,ラツ・ラチ・ライ,藾
4081,䓷,13,コウ,莕荇
4082,䓸,13,カン,姧
4083,䓹,13,イ,饐
4084,䓺󠄀,12,ビ,蘼
4085,䓺󠄁,13,ビ,蘼
4086,䓻,12,,蔲
4087,䓼,14,ボウ・モウ・カク・ガク,厖菇
4088,䓽,14,キ,記
4089,䓾,14,サ,娑
4090,䓿,14,カン,菡
4091,䔀,14,ズイ・ニ,葰荽
4092,䔁,14,リツ・リチ,栗
4093,䔂,14,シ・サイ,莘宰
4094,䔃,14,ソ,祖
4095,䔄,14,ヨウ,窰
4096,䔅,14,カ,苛哥
4097,䔆󠄀,13,リ,
4098,䔆󠄁,14,リ,
4099,䔇,14,キ・カイ・エ・ガイ,荳豈
4100,䔈󠄁,13,コウ・ク,䔈
4101,䔈󠄂,14,コウ・ク,䔈
4102,䔉,14,レキ・リャク,蒜
4103,䔊󠄀,13,ホウ・ヒョウ,蓱
4104,䔊󠄁,14,ホウ・ヒョウ,蓱
4105,䔌,14,コウ,墓皋
4106,䔍,13,バ・たつ・つた,䔍
4108,䔎,15,ソク,速蒾
4109,䔏󠄁,13,シュウ・シュ,
4110,䔏󠄀,15,シュウ・シュ,
4111,䔐,15,セン,箋
4112,䔑,15,シャ・ジャ・ヤ・ト・ズ,萪斜
4113,䔒,15,ハイ・ベ,蓓
4114,䔓,15,キョ・コ,許
4115,䔔,15,ケイ・キョウ,薏竟
4116,䔕,15,ホ・ブ,脯
4117,䔖,15,リョウ・ひし,蔆菱
4118,䔗,15,ショウ・ゾウ,祥
4119,䔘,15,ソ・ゾ,
4120,䔙,15,チョウ,釣葯
4121,䔚,15,シン・ジュン,蓐脣
4122,䔛,15,ケイ,
4123,䔜,15,タン,聃
4124,䔝,15,サイ・セ,紫
4125,䔞,15,リツ・リチ,率
4126,䔟,15,イ,簃
4127,䔠,15,ソウ・ショウ・サク,梢矟
4128,䔡,15,ギョ・ゴ,魚薊茣
4129,䔢,15,カ,華
4130,䔣,15,レイ・ライ,蔾犁
4131,䔤󠄀,14,ハ・ヘ,葩
4132,䔤󠄁,15,ハ・ヘ,葩
4133,䔥󠄁,14,シュク・ショウ・よもぎ,䔥蕭
4134,䔥󠄂,15,シュク・ショウ・よもぎ,䔥蕭
4135,䔧,15,むぐら,蔾
4136,䔪,15,ソウ・ショウ,莢
4137,䔬,16,イ・ヨク・ヨキ,
4138,䔭,16,デイ・ニョウ,甯
4139,䔮,16,シ,
4140,䔯,16,コ・ク,蓜酤
4141,䔰,16,フウ・フ・フク,
4142,䔱,16,ユウ,揖葺
4144,䔲,16,トウ・ジョウ,橙
4146,䔳,16,ゼン・ネン,然
4147,䔴,16,ショク・サイ・セ・シキ・セイ,菽
4148,䔵󠄀,15,カン・ふじばかま・かや,蕑
4149,䔵󠄁,16,カン,蕑
4150,䔶,16,テイ・ダイ・タイ,提
4151,䔷,16,キン・ゴン・キョウ・ゴウ,琴
4152,䔸,16,ヒョウ,
4153,䔹,16,スイ・ズイ・タイ・デ,隊
4154,䔺,16,イ・スイ・ズイ,隋
4155,䔻󠄀,15,トン・タイ,敦
4156,䔻󠄁,16,トン・タイ・テ,敦
4157,䔼󠄀,17,シュウ,蕋
4158,䔼󠄁,16,シュウ,蕋
4159,䔽,16,アイ・エイ,渴﨟
4161,䔾,16,アツ・アチ・ケツ・ケチ・ケイ・ガツ・ゲチ,揭﨟
4162,䔿,16,ソン,尊
4163,䕀,16,カン,款窾
4165,䕁,16,ヒ,棐
4166,䕃󠄁,15,イン・かげ,䕃蔭
4167,䕃󠄃,16,イン・かげ,䕃蔭
4168,䕄,14,ショウ,蒸葢
4169,䕅,17,ソウ,嫂
4170,䕆,17,ズ・トウ,楡
4171,䕇,17,カイ・エ,蒐廆
4172,䕈,17,チョウ・ジョウ・ショウ,屟屧
4173,䕉,17,タク・ジャク,蓽睪
4174,䕊,17,タン・ダン,亶
4175,䕋,17,トウ・ドウ,塘蓎
4176,䕌󠄁,17,チ,穉稚
4177,䕌󠄀,16,チ・ヂ・おさない・いとけない・いとけなし,稚穉
4178,䕌󠄂,15,ジ・チ・テイ・いとけない,稚穉
4179,䕍,17,エイ,裔
4180,䕎,17,ホク,
4181,䕏,17,ガ,莪
4183,䕑,17,スイ,葰
4184,䕒,18,カ・ケ,嘉
4185,䕓,18,サツ・セチ・セイ・セ,蔡察
4186,䕔,18,カン,銜
4187,䕖,18,ソン,蓀
4188,䕗,18,ヒ・ビ,鼻
4189,䕘,18,レイ・リョウ,苓
4190,䕙,18,セツ,籖截
4191,䕚,18,キ,蕢
4192,䕛,18,コウ,
4195,䕝,17,ショウ,稱藊
4196,䕞󠄂,19,ロウ,莨藺閬
4197,䕞󠄀,18,ロウ・たばこ,藺閬莨
4198,䕞󠄁,18,ロウ,藺閬莨
4199,䕟,19,キョウ・コウ,藇興
4200,䕠,19,ハイ・ヘ,
4201,䕡,19,リョ・ロ,閭蕑
4202,䕢,19,タ,磋
4203,䕣,19,カツ・ガチ,藹褐
4204,䕤,19,キ,蘄
4205,䕥,19,デイ,苨
4206,䕦,20,エイ・ヨウ,
4207,䕧,20,コウ・ギョウ・キョウ,茭
4208,䕨,20,トウ・ふじ,藤
4210,䕩,20,ロウ,
4211,䕪,20,タク・ジャク,蘀澤
4213,䕫,20,キ,夔虁
4214,䕬,20,キョウ・はじかみ,薑
4215,䕭,20,セン・ゼン,蓺
4216,䕮,20,キク,菊
4217,䕯,20,ヒョウ,
4218,䕰,20,ハン・ボン,藩
4219,䕱,20,トウ・ズ,頭蘋
4220,䕲󠄀,20,リン,菻
4221,䕲󠄁,20,リン,菻
4222,䕳,21,ビ・ミ,彌
4223,䕴,21,サク,蘓
4224,䕵,21,ケツ・ゲチ,鵠
4225,䕶󠄁,21,ゴ・まもる,護
4226,䕶󠄀,20,コ・ゴ・おまもり・まもり・まもる,護
4227,䕷,21,おぎ,藦縻
4228,䕸,22,カツ・ゲチ・カイ,稭
4229,䕹,22,ソウ・ゾウ・ショウ・ジョウ,雜
4230,䕺󠄁,21,ソウ・くさむら・むらがる,叢
4231,䕺󠄂,22,ソウ・ズ,叢
4232,䕻,23,リ・レイ・ライ,籭
4233,䕼,23,ゼン・ネン,難
4234,䕽,23,チョク・チク,躅
4235,䕾󠄀,23,ゲン・ギン,巖
4236,䕾󠄁,24,ゲン・ゴン・ギン,巖
4237,䕿,26,ゼン,鸛
4238,䖀,25,キョウ,囂
4239,䖁,26,オク,譩億
4240,䖂,27,ラン・レン,攣
4241,䖃,27,ヤク・ラ,磊若
4242,䖅,28,レイ,靈
4243,䖆,28,ジョウ・ニョウ,釀
4244,䖇󠄀,32,ウツ・ウチ,鬱欝
4245,䖇󠄁,33,ウツ・ウチ,鬱欝
4246,䖈,8,ギャク,虐
4247,䖉,9,ク,虖
4248,䖊,10,ガイ・ゲ,
4249,䖋,10,ギャク,虐
4250,䖌,10,ゲキ・ギャク,彪劇
4251,䖍󠄀,10,ケン・つつしむ,虔
4252,䖍󠄁,9,ケン・つつしむ,虔
4255,䖎󠄀,11,コウ・ギョウ,
4256,䖎󠄁,11,,
4257,䖏,11,ショ・ところ,處処
4258,䖐,12,ギン・ゴン,
4259,䖑,12,ベキ・ミャク,彪
4260,䖒,13,キ,
4261,䖓,13,ダツ・ナチ,琥
4262,䖔,13,カン・ゴン,琥
4264,䖕,13,サ・ザ・ソ・ゾ,
4265,䖖,13,コウ・ギョウ,狎
4268,䖗,15,ガン,處箴
4269,䖘,16,ト・ズ,菟兔莵檡
4272,䖙,18,テイ・ダイ,
4273,䖚,18,ウ,鷉
4274,䖛,18,サク,索
4275,䖜,20,ギン・ゴン・ジュ・シュウ・チツ,㬜
4276,䖝󠄂,7,チュウ・むし,䖝虫
4277,䖝󠄁,8,キ,䖝虫
4278,䖞,9,チュウ・チュ,
4279,䖟󠄀,9,ボウ,蝱虻
4280,䖟󠄁,9,ボウ・ミョウ・あぶ,蝱虻
4281,䖠,9,ガン,
4282,䖡,10,ジク・ニク,蛆
4283,䖢,10,ビョウ・ミョウ,蚊玅
4284,䖣,10,ソウ,蚤
4285,䖤,11,エン・オン・ワン,蜿
4286,䖥,11,ボウ,蝥
4287,䖦,11,セツ・セチ・クツ・クチ・ゴツ・ゴチ,蚰絀
4288,䖧,11,ダツ・ナチ・テツ・テチ,蜇
4289,䖨,11,セキ・ジャク・シャク,䗪
4290,䖩,11,ヒツ・ビチ・ヒ・ビ,蚝
4291,䖪,11,シ・サイ・セ,蜚砦
4292,䖫,11,ホウ,蚌
4293,䖭,12,ケン・カン,蚕
4294,䖮,12,キョウ・コウ,蠁嚮
4295,䖯,12,ワイ・エ・ケイ・ケ,蛙
4296,䖰,12,ハイ・ヘ,
4297,䖱,12,キョウ・コウ,
4298,䖲,12,シュン・ソウ・ス,
4299,䖳,12,タ・ダ・タタ・チャク,蛇
4300,䖴,12,ヨウ,珧
4301,䖵,12,コン,蟲虫
4302,䖶,13,カイ・ケ,
4303,䖷,13,キ・ケ,稀蛕
4304,䖸,13,ガ,䖸蛾
4305,䖹,13,ヨウ,蛑
4306,䖺,13,チョウ・ジョウ,條
4307,䖻,13,リュウ・ユウ・ル・ユ,䟽
4308,䖼,13,キャク,蜐
4309,䖽,13,リ,蜊
4310,䖿,14,リ・レイ・ライ,蜊
4311,䗀,14,チョウ,蜷
4312,䗁,14,キ・ギ,
4313,䗂,14,コ・ク,琥蜣
4314,䗃,14,サン・ゼン・セン,蟬蝉
4315,䗄,14,フ,𨨞
4316,䗅,14,チョウ・ジョウ,
4317,䗆,14,カン,琯蛇
4318,䗇,14,ゴク・キク・コク,粷
4319,䗈󠄀,14,ボウ,蝱虻
4320,䗈󠄁,14,ボウ・ミョウ・あぶ,虻蝱
4321,䗉,14,ショウ,蜎錩
4322,䗊,14,タン,蛺
4323,䗋,15,ボウ・ム,蛑
4324,䗌,15,セイ・ショウ,蜻
4325,䗍,15,レイ・ラ,蠡蠃
4326,䗎󠄀,15,エン,堙蝗
4327,䗎󠄁,15,まてがい,堙蝗
4328,䗏󠄀,15,シュウ・シュ・ス,螋
4329,䗐,15,シ・イ,螫施
4330,䗑,15,ユウ,蝗煜
4331,䗒,15,ホウ・ビョウ,𡌶蚶
4332,䗓,15,ソウ・ス,聦
4333,䗔,15,コウ・ゴ,堠蝦
4334,䗕,14,ワン,蜿
4335,䗗󠄀,16,ケイ・ケン,
4336,䗗󠄁,18,ケイ,
4337,䗘,16,コウ,榼螠
4338,䗙,16,カン・ガン,蹇蛬
4339,䗚,16,ハク,榑蜅
4340,䗛,16,シュク・シュウ・シュ,
4341,䗜,16,リュウ・ル,瑠蟠
4342,䗝,16,サン,蠶蚕
4343,䗞,16,サン,蠶蚕
4344,䗟,17,エイ,
4345,䗠,17,セン・ゼン,螯旋
4346,䗡,17,エン,嫣
4347,䗢,17,ソウ,蚤
4348,䗣,17,カン・ゴン・ガン,蟁
4349,䗤,17,ヨウ・ユ,墉
4350,䗥,17,ショウ・シュ・ソウ・ス・ショ・ジョ,䗥
4351,䗦󠄁,16,ホウ・はち,蜂
4352,䗦󠄀,17,ホウ,蜂
4353,䗧,17,コウ,糠
4354,䗨,17,ギョ・ゴ,漁
4355,䗩,17,セキ・シャク・シュク,縬
4356,䗪,17,シャ,䗪
4357,䗫,17,バ,蟆蟇
4358,䗬,17,ホウ,蜂
4359,䗮,17,ソウ,蛺爽
4360,䗯,18,シン,璡
4361,䗰,18,カン,蟦
4362,䗱,18,ホク・ボク・ホウ・ブ・ハク,蹼蟆
4363,䗲,18,リン,璘蝼粦
4364,䗳,18,トウ・ひむし・ひとりむし・ざしきすずめ,蹬
4365,䗵,19,キョウ・コウ,蝠
4366,䗶,19,ロウ,蠟蝋
4367,䗷,19,ヨク・オキ,檍蟪
4368,䗸,19,ヨウ・ユ,甕蠁
4369,䗹,19,シ,蚝蟋
4370,䗺,19,エン・タン・ダン,蜑
4371,䗼,20,クン,壎蟭
4372,䗽,20,イ,蠻壅
4373,䗾,20,ケン,蜆
4374,䗿,20,デイ・ニョウ,檸
4375,䘀,20,フウ・ブ,蛗阜
4376,䘁,20,セツ・ゼチ,截䖸
4377,䘂,21,セン,
4378,䘃,21,ボク・モク,纆
4379,䘄,21,ショ・シ,蠢翥
4380,䘅,22,ドク・ノク・ドウ・ノウ・ダイ・ナイ,能
4381,䘆,22,キン・コン・ケン,蟪
4382,䘇,22,ブン,蚊蚉蟁
4383,䘉,22,サン,蠶蚕
4384,䘊,23,ベツ,
4385,䘋,23,セン,
4386,䘌,23,ジョク・ニキ・ジツ・ニチ,𧏾
4387,䘍󠄀,24,タイ・タツ,蠆
4388,䘍󠄁,25,タイ・タツ,蠆
4389,䘎,28,ワン,灣
4390,䘏,9,ジュツ,䘏恤
4391,䘐,10,ジク・はなぢ,衄衂
4392,䘑,11,ミャク,脉脈
4393,䘒,13,サイ・スイ,畯
4394,䘓,14,カン・コン・タン・ダン,啗衄
4395,䘔,15,カク・キャク・はく,喀咯
4396,䘕,10,コウ,衒
4397,䘖,12,カン,衘銜啣㘅
4398,䘘,16,ギョ・ゴ・ソ,御
4399,䘙,19,エイ,衛衞
4400,䘚,8,ソツ・おわる,卒卆
4401,䘜,8,キン,巾
4402,䘝,8,ヨク・ヨキ,杙
4403,䘟,9,チョウ,柹袢
4404,䘡,10,ヒ・ビ,袋毖
4405,䘢,10,チョ,紵衿
4406,䘣,10,シ,𧘱
4407,䘤,10,シュツ・ジュチ・チュツ,秫
4408,䘥,10,コウ,神
4409,䘦,10,デイ・ナイ・ジ・ニ,袍
4410,䘨,11,コウ・ギョウ・キョウ,校
4411,䘩,11,シュン,恂
4412,䘪,11,シュウ・シュ,統
4413,䘫,12,ジョ,袽
4414,䘬,11,ジョウ・ニュ,裓
4415,䘭,11,シ,桎袿
4416,䘮,10,ソウ・も,喪
4417,䘯,12,ソウ・ショウ,褙綃
4419,䘰,12,セン・エン,褪
4420,䘱,13,ユ,裕育毓
4421,䘳,13,キン・コン・ゴン・えり,襟衿
4422,䘴,13,ショウ・シュ,衯
4423,䘵,13,ロク,禄
4424,䘶,13,カン・ゴン,涵
4425,䘷,13,ヘツ・ヘチ,裲
4426,䘸󠄀,13,セキ・シャク・エキ・ヤク,棭
4427,䘸󠄁,13,セキ・シャク・エキ・ヤク,棭
4428,䘹,13,サイ・セ,椊
4429,䘺,13,タン・デン,綻
4430,䘻,13,イク,褙
4431,䘼,13,エン・オン,椀
4432,䘽,13,ゲイ・ゲツ・ゲチ,倪視
4433,䘾,13,カン,綰
4434,䘿,13,クツ・グチ,倔裾
4435,䙀,13,ホウ,繃
4436,䙁,13,セン・サン・ザン,䙁
4437,䙂,13,ショウ,衯
4438,䙃,14,タ・ダ,楕褙
4439,䙄,14,シュウ・ソウ,插袖
4440,䙅󠄀,14,ヨウ,楆褄
4441,䙆,14,ケイ・ケ,揆
4442,䙇,14,ゼン・ネン・ダン・ナン,愞
4443,䙈,14,コウ・ゴ,緱
4444,䙉,14,シュン・ジュン,楯裾
4445,䙎,15,カイ・ゲ・ケイ・ゲイ,徯
4446,䙏,15,ハク,薄
4447,䙐,15,カク・キャク,福
4448,䙑,15,サイ,縗
4449,䙒,15,キク・コク・チク,搐襠
4450,䙔,16,オウ・シュ・オ・ウ,樞
4451,䙕,16,ショウ・シュ・ソウ・ス,褷
4452,䙖,16,ホウ,繃
4453,䙗,16,テイ,裼
4454,䙘,16,ショ・ソ・シュク・ソク,槭裓
4455,䙙,16,チ・ジ,
4456,䙚,17,ジョウ,裊
4457,䙛,16,コン,袞
4458,䙜󠄁,15,ホウ・ぬう,逢縫
4459,䙜󠄀,16,ホウ・ブ,逢縫
4460,䙝󠄀,17,セツ・セチ・ダイ・ナイ・ふだんぎ,褻
4461,䙝󠄁,17,セチ・セツ・ダイ・ナイ・けがれる・なれる・ふだんぎ,褻
4462,䙞,17,トウ,橙
4463,䙟,17,イ,褘圍
4464,䙠,17,ケツ・カチ,橛
4465,䙡,17,キ・カイ・エ,絵繪
4466,䙢,17,ショウ・ソウ・ゾウ,
4467,䙣,17,ソウ,緋
4468,䙤,18,タ,
4469,䙥,18,レイ,䙥
4470,䙦,19,ボウ・モ,儚
4471,䙧,19,クン,
4472,䙨,19,カ,裹
4473,𧞑,19,ボウ・モ,
4474,䙪,21,ハン,
4475,䙬,22,オウ・ヨウ,櫻
4476,䙭,22,ケン,褰
4477,䙮,23,カン,權
4478,䙯,23,シュク,槭蹙
4479,䙰󠄁,24,リ,
4480,䙰󠄀,24,リ,
4481,䙱,26,ショク・ゾク,
4482,䙲󠄀,9,セン,
4483,䙲󠄁,9,セン,遷
4484,䙳,10,ヒョウ,熛票
4485,䙴󠄀,11,セン,遷
4486,䙴󠄂,11,セン・のぼる,遷
4487,䙴󠄁,12,セン,遷
4488,䙵,12,ケイ,
4489,䙷,10,トク,得
4490,䙸,10,トク,得淂
4491,䙹,11,ジ・ニ・ケン・ゲン,視邢
4492,䙺,11,レン・みる,廉
4493,䙼,12,ショウ・ジョウ・キョウ,硯邵
4494,䙽,12,テツ・デチ・ケツ・ケチ,覔
4495,䙾,12,シ・スイ・イ・チ・ジ,伺施
4496,䙿,12,ビ・ミ,梘
4497,䚀,13,チン,𦨞睍
4498,䚁,13,チン,覗
4499,䚂,14,カク・キャク,赬視
4500,䚃,14,ユウ・ユ,覘卣
4501,䚄,15,リョク・ロク,剝鋧
4502,䚅,15,ライ,郲覡
4503,䚆,16,エイ・ヨウ,英
4504,䚇,16,セイ・ショウ,覩省
4505,䚈,16,ケン,甄覬
4506,䚉,16,ケイ,契
4507,䚊,17,ケン,鷁
4508,䚋,17,ウン,鄖
4509,䚍,18,チャク・テキ・シャク・セキ,覿
4510,䚎,18,トウ,覩舂
4511,䚏,19,リン,
4512,䚐,19,チャク・テキ・ジャク・セキ,観智
4513,䚑,19,バイ・メ,覿
4514,䚒,19,トウ・ドウ,覲童
4515,䚓,19,シン,覯覃
4516,䚔,21,ヒン,覿賓
4517,䚕,26,レイ・ライ・リ・シ,酈
4518,䚖,31,リョウ・レイ,靈覡
4519,䚗,11,コウ・ショウ・シュ,扛
4520,䚘,13,ジョウ・ソウ・コウ・ギョウ,衡
4521,䚙,13,ケン・カン・キ,觝絙
4522,䚚,13,セン,觥銑
4523,䚛,14,ゴク・コク,触誥
4524,䚜,15,ヒ・ヘイ,觶髀
4525,䚝,15,ソツ・ゾチ,觧醉
4526,䚞,15,タイ,
4527,䚟,15,タイ,歹
4528,䚠,15,コン・ゴン,鯤
4529,䚡,16,サイ・セ・シ,䚡
4530,䚢,16,エイ・タイ・テイ・テチ・テツ,鰈觫
4531,䚣,16,タイ・ダイ・テイ,鯷
4532,䚥,17,ニョク・ダク・ニャク・ジャク,鰯
4533,䚦,17,ヒ・ジ・チ,
4534,䚧,18,ル・リュウ,
4535,䚨,19,ホチ・ハツ・バチ・ヘ・ハイ,
4536,䚩,19,ギョウ・キョウ,
4537,䚪,20,カン,鰥鯀
4538,䚫,20,ギョウ・ゴウ・カク・ギャク・ケキ,贅敫
4539,䚬󠄀,19,リン,鱗
4540,䚬󠄁,20,リン,鱗
4541,䚭,25,セ・セイ・カン・ケン,驩
4542,䚮,9,ニ・ジ・ジョウ・ニョウ,
4543,䚯,9,ケン,䚯
4544,䚰󠄀,9,カ,訛譌
4545,䚰󠄁,9,ヒ,訛譌
4546,䚱,10,シン,信
4547,䚲,10,サン,訕姍
4548,䚳,11,シ,
4549,䚴,11,ガツ・ゲツ・ガチ,詛胡
4550,䚵,11,トウ・ツ,計抖
4551,䚶,11,テン,
4552,䚷,11,エイ・ケイ・ゲイ,誇
4553,䚸,11,カイ・ガイ,訢
4554,䚹,11,ヒ,
4555,䚺,11,ヨウ,謠謡
4556,䚻,11,ヨウ・ユウ・ユ,謡謠
4557,䚼,11,ジク・ニク,詛
4558,䚽,11,コウ,耗
4559,𧥶,11,キョウ,誑
4560,䚾,11,ジン・ニン,註
4561,䚿,11,イン・オン・キ,訣欯
4562,䛀,11,ハン・ホン,呶
4563,䛁,11,ゼン・ネン・ザン・ナン・ダン,喃
4564,䛂,11,シ,
4565,䛃,11,ガン,詵
4566,䛄,12,エン・オン,腕
4567,䛅,12,コウ・ゴウ,嗑
4568,䛆,12,チュウ・ジュ,呪咒
4569,䛇,12,エン,設
4570,䛈,12,シ,誓
4571,䛉,12,ベン・メン,詆眠
4572,䛊,12,ケイ・シ,訳鉙
4573,䛋,12,シ・キ,誠
4574,䛌,12,ホウ・ボウ・トウ・ドウ,砲
4575,䛍,12,ヒ,
4576,䛎,12,ケツ・ケチ・カチ,
4577,䛏,12,デイ・ナイ・ジ・ニ,泥
4578,䛐,12,シ,詞
4579,䛑,12,ヒツ,謐
4580,䛒,12,ベン,辯弁
4581,䛔,13,ダ・ナ,論
4582,䛕,13,ユ・へつらう,諛
4583,䛖,13,エイ・セイ・セツ,詍
4584,䛗,13,シ,唁頤
4585,䛘,13,ジン・ニン,誑
4586,䛙,13,キク,
4587,䛚,13,リャク,
4588,䛛,13,カイ,
4589,䛜,13,シン,訊
4590,䛝,14,ドウ・ノウ,謡
4591,䛞,14,カン・ガン,
4592,䛟,14,キョウ,誣䀹
4593,䛠,14,トウ・ツ,證
4594,䛡,14,ワ,話
4595,䛢,14,トク・タ,誘
4596,䛣,14,ヘイ・ヒョウ・チュウ・チュ,諤聘
4598,䛤,14,ショク・ソク,諟
4599,䛥,14,キツ・コチ・キ・ケ・キン・コン,諦睎
4600,䛦,14,ショウ,訟
4601,䛨,14,シン,辞諄
4602,䛩,15,オ・ウ・アク・ヤク・カ・ケ,悪惡
4603,䛪,15,キュウ・ク,誇穹
4604,䛫,15,チョウ・トウ,詆脹
4605,䛬,15,トウ・ドウ,詢綯
4606,䛭,15,コウ・ギョウ・キョウ,譯涬
4607,䛮,15,キュウ,咎
4608,䛯,15,キョ・コ,
4609,䛰,15,コン・ゴン,諟
4610,䛱,15,チ・ジ,𨨩
4611,䛲,15,ベン・メン,謾
4612,䛳,15,エン,詫
4613,䛴,15,キ,碕謌
4614,䛵,15,シュウ・ジュ,授
4615,䛶,15,ルイ,誄
4616,䛷,15,エン・オン,婉
4617,䛹,16,セン・ケ,
4618,䛺,16,カイ,誡
4619,䛻,16,ユウ,誘羑唀羐
4620,䛼,16,キ,毀
4621,䛽,16,ソウ・ゾウ,鍤謡
4622,䛾,17,ソ,謀
4623,䛿,17,カク・キャク,膈謫
4624,䜀,17,ドウ,
4625,䜁,16,ケイ,
4626,䜃,18,タイ・テ・サイ・セ,堆
4627,䜄󠄀,18,チ,穉
4628,䜄󠄁,19,チ・ジ,穉
4629,䜅,18,イ・サイ・ソウ・シュ・スイ,誰
4630,䜆,18,ショウ・バ・マ,麿
4631,䜇,18,コン,譲
4632,䜈,18,ソウ・ショウ,勦
4633,䜉,18,チ・シツ・シチ,膝謀訵
4634,䜊,18,ソウ・ゾウ,嘈
4635,䜋,19,カイ・ガイ,瞶讃
4636,䜌󠄁,19,レン・ラン,䜌
4637,䜍,19,リョウ,瞭謜
4638,䜎,19,ロウ,謗
4639,䜏,19,タ,橢請
4640,䜐,19,スイ・キ,墮
4641,䜑,19,オ・ウ・アク,悪惡
4642,䜒,20,オウ,礇
4643,䜓,20,ショウ,諜
4644,䜕,20,バイ・マイ・カイ,贎
4645,䜗,20,キン・コン・カン・ゴン,諴轗
4646,䜘,20,ケイ,警
4647,䜙,21,ガン・ゴン・ゴウ,濕
4648,䜚󠄁,20,トウ,譞遝
4649,䜚󠄀,21,トウ・ドウ,譞遝
4650,䜛,21,ザン,讒
4651,䜜,21,エイ・イ,譫濬
4652,䜝,21,タン,繼
4653,䜞,21,セイ・ザイ,臍
4654,䜟󠄁,22,シン,讖
4655,䜟󠄂,22,サン・シン・ソン,讖
4656,䜠,22,シツ,讃
4657,䜡,22,イク,耰
4658,䜢󠄀,23,ケン・コン,
4659,䜢󠄁,23,ケン,
4660,䜪,9,キュウ・グ,欲
4661,䜫,10,コウ・グ,卻矼
4662,䜬,12,シュウ・ジュ,岫
4663,䜭,12,ケン・ゲン・シュン・エイ,睿濬
4664,䜮,14,ロウ・リョウ,牢
4665,䜯,15,キク・ギク,
4666,䜰,17,キョウ・コウ,皞
4667,䜱,18,バン・マン,謾
4668,䜲,22,リョウ,
4669,䜴,11,ス・シュ,豉
4670,䜵,12,シ,豉
4671,䜶,13,コウ・ゴウ,豉
4672,䜷,14,シン,豉
4673,䜸,14,バイ・マイ,頭艉
4674,䜹,14,ソク,酥
4675,䜺,15,シャク・サク,踖
4676,䜻,16,シ,豉
4677,䜼,16,トク・ドク・コク・ボウ・ム・ボク・モク,蝥豎
4678,䜽,16,ユ,踰
4679,䜾,16,イン・オン,暗
4680,䝀,17,リュウ・ル・リョウ,
4681,䝁,17,ロウ,營壹
4682,䝂,17,シュ,豎竪
4683,䝃,21,チョウ・ジョウ,
4684,䝄,25,ソウ,
4685,䝅,10,カイ,甤
4686,䝆,11,コツ・コチ,
4687,䝇,11,カイ,豗
4688,䝈,11,ヤク,
4689,䝉,13,,蒙
4690,䝊,15,ソウ,捷
4691,䝋,15,ソウ・ス,
4692,䝌,15,ケツ・ケチ,豭惙
4693,䝍,16,クン,揮
4694,䝎,16,タン,貒
4695,䝏,18,ロウ・ル,耬
4696,䝐,19,イ・タ・ダ・チ・ジ,
4697,䝑,19,チョウ・チュ,
4698,䝒,21,ス・ジュ・ソウ,驟
4699,䝓,22,リョウ,鬣
4700,䝔,25,カン・まみ,貛
4701,䝕,25,ショウ,攝
4702,䝖,11,ソウ・ショウ,抓
4703,䝗,11,キュウ,貅
4704,䝘,11,キ,毅
4705,䝚,12,ジ・ニ,
4706,䝛,12,ハ,貂披
4707,䝜,14,サン,狻
4709,䝝,15,イ,猗
4710,䝞,15,ゴウ,號号
4711,䝟󠄀,16,アツ・エチ・エイ・エツ,貘
4712,䝟󠄁,16,アツ・エチ・エイ・エツ・アイ,貘
4713,䝠,17,ゲン,䝤
4714,䝡,18,バン,
4715,䝢,18,バン,貙
4716,䝣,19,キョ・ゴ,磲
4717,䝤,19,ロウ・トウ・チョウ・リョウ,䝤
4718,䝥,19,コウ,嘷
4719,䝦,19,シュウ・シュ,
4720,䝧,11,ビン・ミン,眗
