mj,kanji,lines,yomi,shrink
24867,谸,10,セン,
24868,谹,11,コウ・オウ,谹
24869,谺󠄂,11,カ・ケ・こだま,谺
24870,谺󠄁,12,カ・ケ・こだま,谺
24871,谺󠄃,11,カ・こだま,谺
24872,谺󠄄,12,カ・こだま,谺
24873,谻,11,キャク・カク・ケキ,訊𧮳
24874,谼,13,コウ・グ,洪
24875,谽,14,カン・コン・ケン,谽
24876,谾󠄁,15,コウ・ク・ロウ・ル,豅
24877,谾󠄂,15,コウ・ロウ,豅
24878,谿󠄁,17,ケイ・ゲイ・たにがわ・たに,谿渓
24879,谿󠄂,17,ケイ・たにがわ,谿
24880,豀,17,ケイ・ゲイ・たに,谿渓溪
24881,豁󠄂,17,カツ・カチ・ひらける・ひろい,豁
24882,豁󠄁,17,カツ・カチ・ひらける・ひろい,豁
24883,豁󠄃,17,カツ・ひらける・ひろい,豁
24884,豁󠄄,17,カツ・カチ・ひらける・ひろい,豁
24885,豂,18,リョウ,
24886,豃,19,カン・ケン,噉
24887,豄,22,トク,讀
24888,豅󠄁,23,ロウ・ル,豅
24889,豅󠄂,23,ロウ・コウ・ク・ル,豅
24890,豆,7,トウ・ズ・シュウ・シュ・まめ・たかつき,豆
24891,豇,10,コウ・ささげ,豇
24892,豈,10,ガイ・キ・ケ・カイ・あに,豈
24893,豉,11,シ・ジ・みずすまし,豉
24894,豊,13,ホウ・フウ・ブ・レイ・ライ・フ・ゆたか・とよ,豊
24895,豋,13,トウ,
24896,豌,15,エン・ワン,豌
24897,豍,15,ヘイ・ヘン・ハン,藊
24898,豎,15,ジュ・シュ・たつ・たて,豎竪
24899,豏,17,カン・ゲン,豏
24900,豐,18,フウ・フ・ホウ・ゆたか,豐豊
24901,豑,20,チツ・ジチ,
24902,豓󠄁,27,エン・なまめかしい,豔艶艷
24903,豓󠄂,27,エン・つや・なまめかしい,艶艷豔
24904,豔,28,エン・あでやか・いろ・うつくしい・うらやむ・つや・みめよい・なまめかしい,豔艷艶
24905,豕󠄂,6,シ,豕
24906,豕󠄁,7,シ・カイ・ガイ・いのこ,豕
24907,豕󠄃,7,シ・いのこ,豕
24908,豖,8,チョク・チク・トク,豕
24909,豗󠄁,10,カイ,豗
24910,豗󠄂,10,カイ・ケ,豗
24911,豘,11,トン・ぶた,豚㹠
24912,豙󠄁,11,ギ,
24913,豙󠄂,11,ギ・ゲ,
24914,豚󠄁,11,トン・ドン・ぶた,豚
24915,豚󠄂,11,トン・ぶた,豚
24916,豛,11,エキ・ヤク,
24917,豜,11,ケン,
24918,豝,11,ハ・ヘ,
24919,豞,12,コウ・カク・ク・グ,哮
24920,豟,12,ヤク・アク,
24921,豠,12,ソ・ショ・ゾ,狙貊
24922,象󠄃,12,ショウ・ゾウ・かた・かたどる・ぞう・のり,象
24923,象󠄂,11,ショウ・ゾウ・かた・かたどる・ぞう・のり,象
24924,象󠄁,12,ショウ・ゾウ・かた・かたどる・ぞう・のり,象
24925,𮙝,12,ショウ・ゾウ,象
24926,豢󠄁,13,カン・ケン・ゲン・ガン・やしなう,豢
24927,豢󠄂,13,カン,豢
24928,豣,13,ケン・ゲン,
24929,豤,13,コン・ケン,
24930,豥,13,カイ・ガイ,孩豩
24931,豦󠄁,13,ゴ・キョ・コ,
24932,豦󠄂,13,キョ・ゴ・コ・おおいのこ,
24933,豧,14,ホウ・フウ・フ・ホ・ブ,誧豬
24934,豨,14,キ・ケ・いのこ,豨
24935,豩,14,ヒン・カン・ケン,豩
24936,豪󠄂,14,ゴウ・コウ・やまあらし,豪
24937,豪󠄃,15,ゴウ・やまあらし,豪
24938,豪󠄄,14,ゴウ,豪
24939,豫󠄁,16,ヨ・シャ・ショ・あらかじめ,豫予
24940,豫󠄂,16,ヨ・あらかじめ,豫
24941,豬󠄁,16,チョ・シャ・いのしし,豬猪
24942,豬󠄂,15,チョ・シャ・いのしし,豬
24943,豭,16,カ・ケ・いのこ,豭
24944,豯,17,ケイ・ゲイ,
24945,豰,17,コク・カク・ハク・バク・トク・ゴク・コウ・ク・ドウ・ヌ,毅
24946,豱,17,オン,褞
24947,豲,17,カン・ガン・ゲン,謜
24948,豳,17,ヒン・ハン・ヘン・まだら,豳
24949,豴,18,テキ・チャク,蹢
24950,豵,18,ソウ・ス・ショウ・シュ,
24951,豶󠄁,19,フン・ブン,
24952,豶󠄂,20,フン・ブン,
24953,豷,19,キ・エイ,殪
24954,豸,7,タイ・チ・ジ・ダイ・むじな,豸
24955,豹󠄃,10,ヒョウ・ホウ・ひょう,豹
24956,豹󠄂,10,ヒョウ・ホウ・ひょう,豹
24957,豺,10,サイ・ザイ・やまいぬ,豺
24958,豻,10,ガン・カン・のいぬ,
24959,豼,11,ヒ,豼貔
24960,豽,11,ダツ・ネチ,衲豹
24961,豾,12,ヒ,貔豼
24962,豿,12,コウ・ク,狗
24963,貀,12,ダツ・ネチ・トツ・トチ・ジュツ・ニュチ,豼詘
24964,貁,12,ユウ・ユ,
24965,貂,12,チョウ・てん,貂
24966,貃,12,ハク・バク・えびす,貊
24967,貄,13,シ・イ,貍肄
24968,貅,13,キュウ・ク,貅
24969,貆,13,カン・ガン・ケン,貛
24970,貇,13,コン,
24971,貈,13,カク・ガク,貉狢
24972,貉,13,バク・ハク・カク・ミャク・マク・バ・メ・ガク・むじな,貉
24973,貊,13,ハク・バク・ミャク・バツ・メチ・えびす,貊
24974,貋,14,カン,
24975,貌,14,ボウ・バク・ミョウ・マク・かたち・かお・かたどる,貌
24976,貍,14,リ・たぬき,貍狸
24977,貎,15,ゲイ,貎猊
24978,貏,15,ヒ,裨
24979,貐,16,ユ・イ,狳
24980,貑,16,カ・ケ,豭
24981,貒,16,タン・カン,貒
24982,貓󠄁,15,ビョウ・ミョウ・ボウ・ねこ,貓
24983,貓󠄂,16,ビョウ・ミョウ・ボウ・ねこ,貓猫
24984,貔,17,ヒ・ビ,貔
24985,貕,17,ケイ・ゲイ,奚
24986,貖,17,アク・ヤク,謚貉
24987,貗,18,ク・グ・ル・ユ,耬貘
24988,貘󠄁,17,バク・ミャク,貘
24989,貘󠄂,18,バク・ミャク,貘
24990,貙,18,チュ・チョ,貙
24991,貚,19,タン・ダン・テン・デン,
24992,貛󠄂,25,カン・ガン・ケン・ゲン・まみ,貛
24993,貛󠄃,25,カン・ガン・ケン・まみ,貛
24994,貜,27,カク・ワク・キャク・ケキ・おおざる,
24995,貝,7,バイ・ハイ・かい,貝
24996,貞,9,テイ・チョウ・ジョウ・ただしい,貞
24997,貟,9,イン・エン・ウン・かず,員
24998,負󠄄,9,フ・ブ・フウ・まける・まかす・おう,負
24999,負󠄃,9,フ・ブ・まける・まかす・おう・そむく・たのむ・まけ,負
25000,負󠄅,9,フ・まける・まかす・おう,負
25001,財,10,ザイ・サイ・たから・わずか,財
25002,貢,10,コウ・ク・みつぐ・みつぎ,貢
25003,貣,10,トク,貸忒
25004,貤,10,イ・シ・ジ,貤
25005,貥,11,コウ・ゴウ,航
25006,貦,11,ガン,玩翫
25007,貧󠄂,11,ヒン・ビン・まずしい,貧
25008,貧󠄃,11,ヒン・ビン・まずしい,貧
25009,貨󠄂,11,カ・たから,貨
25010,貨󠄃,11,カ・たから,貨
25011,販,11,ハン・ホン・あきなう・ひさぐ,販
25012,貪,11,タン・トン・ドン・むさぼる,貪
25013,貫󠄂,11,カン・ワン・つらぬく・ひく,貫
25014,貫󠄃,12,カン・ケン・ワン・つらぬく,貫
25015,貫󠄄,11,カン・つらぬく,貫
25016,責,11,セキ・サク・シャク・サイ・シン・せめる・せめ,責
25017,貭,11,シツ,貭質
25018,貮,11,ニ・ジ・ふたつ,貮貳弐
25019,貯,12,チョ・たくわえる,貯
25020,貰,12,セイ・シャ・もらい・もらう・おぎのる,貰
25021,貱,12,ヒ,販跛
25022,貲,12,シ,貲
25023,貳,12,ジ・ニ・ふたつ,貳弐
25024,貴,12,キ・たっとい・とうとい・たっとぶ・とうとぶ・たかい,貴
25025,貵,12,ヘン,畚賛
25026,貶,12,ヘン・ハン・ホン・ホウ・ボウ・おとしめる・おとす,貶
25027,買,12,バイ・マイ・かう,買
25028,貸,12,タイ・トク・かす・かりる,貸
25029,貹,12,セイ・ショウ,
25030,貺,12,キョウ・コウ・たまう,
25031,費,12,ヒ・フチ・フツ・ついやす・ついえる・ついえ,費
25032,貼,12,テン・チョウ・はる・はり・つく,貼
25033,貽,12,イ・タイ・おくる,貽
25034,貾,12,チ・ジ,胝賦
25035,貿󠄁,12,ボウ・モ・ム・あきなう・かえる,貿
25036,賀,12,ガ・いわう,賀
25037,賁󠄁,12,ヒ・ホン,賁
25038,賁󠄂,13,ヒ・ホン・フン・ブン・リク・ロク・ビ・ハン,賁
25039,賂,13,ロ・ル・まいない・まいなう,賂
25040,賃,13,チン・ジン・ニン・やとう,賃
25041,賄,13,ワイ・カイ・まかなう・まいない・まいなう,賄
25042,賅󠄁,13,カイ・ガイ,
25043,賅󠄂,13,カイ・ガイ,
25044,賆,13,ヘン・ベン・ヘイ・ヒョウ,
25046,資󠄄,13,シ・もと,資
25047,資󠄃,13,シ・たすける・とる・もと,資
25048,賈,13,カ・コ・ク・ケ・あきない・あきなう・うる・かう,賈
25049,賉,13,シュツ,恤䘏
25050,賊󠄄,13,ゾク・ソク・そこなう,賊
25051,賊󠄃,13,ゾク・ソク・そこなう,賊
25052,賋󠄁,13,コウ,
25053,賋󠄂,13,コウ・あきらか,
25054,賌,13,カイ,
25055,賍,13,ゾウ・ソウ・かくす,賍贓
25056,賎,13,セン・いやしい,賎
25057,賏,14,エイ・ヨウ・オウ,
25058,賐,14,シュン,脧
25060,賑,14,シン・チン・にぎわい・にぎやか・にぎわす・すくう・にぎわう,賑
25061,賒,14,シャ,賖奢
25062,賓󠄂,15,ヒン・まろうど・みちびく,賓
25063,賔󠄀,14,ヒン・まろうど,賓賓
25064,賕,14,キュウ・グ・まいない・まいなう,賕
25065,賖,14,シャ・とおい・はるか・おぎのる,賖
25066,賗,14,セン,梙
25067,賙,15,シュウ・シュ,賙
25068,賚,15,ライ・リ・たまう・たまもの,賚
25069,賛,15,サン・たすける・たたえる,賛
25070,賜,15,シ・たまわる・たまう・たまもの,賜
25071,賝,15,チン,琛
25072,賞,15,ショウ・ほめる,賞
25073,賟,15,テン,腆
25074,賠,15,バイ・ハイ・つぐなう,賠
25075,賡,15,キョウ・コウ・ショク・ゾク・つぐ・つぐなう,賡續続
25076,賢,16,ケン・かしこい・まさる,賢
25077,賣,15,バイ・メ・バ・マイ・うる,賣売
25078,賤,15,セン・ゼン・いやしい・しず,賤
25079,賥,15,スイ,粋粹
25080,賦,15,フ・みつぎ,賦
25081,賧,15,タン・ダン,倓
25082,賨,15,ソウ・ズ,
25083,賩,15,ソウ,
25084,質,15,シツ・シチ・チ・ただす・たち,質
25085,賫,15,セイ,齎
25086,賬,15,チョウ,帳
25087,賭󠄂,15,ト・ツ・かけ・かける,賭
25088,賭󠄃,16,ト・ツ・かけ・かける,賭
25089,賮,16,シン・ジン,贐
25090,賯,16,ケイ,
25091,賰,16,シュン,賰偆
25092,賱,16,ウン,賱
25093,賲󠄁,16,ホウ,
25094,賲󠄂,16,ホウ・たもつ,
25095,賳,16,サイ,戝哉
25096,賴,16,ライ・たのむ・たのもしい・たよる,賴頼
25097,賵,16,フ・ボウ・フウ・おくる,
25098,賶,17,ソウ,
25099,賷,17,セイ,齎
25100,賸,17,ショウ・ヨウ・ジョウ・あまり・あまる,賸
25101,賹,17,アイ・エ,鎰
25102,賺󠄁,17,タン・デン・レン・すかす,賺
25103,賺󠄂,17,タン・すかす,賺
25104,賻󠄁,17,フ・ブ,賻
25105,賻󠄂,17,フ,賻
25106,購󠄄,17,コウ・ク・あがなう,購
25107,購󠄃,17,コウ・あがなう,購
25108,購󠄅,17,コウ,購
25109,賽,17,サイ,賽
25110,賾,17,サク・ジャク・おくぶかい,賾
25112,賿,18,ロウ・リョウ,
25113,贀,18,イ,
25114,贁,18,ハイ,敗
25115,贂,18,シン,
25116,贃,18,ワン・エン,
25117,贄,18,シ・ゲチ・ゲツ・チュウ・にえ,贄
25118,贅󠄂,18,ゼイ・ギョウ・セイ・ゴウ・いぼ,贅
25119,贅󠄃,18,ゼイ・セ・ギョウ・セイ・ゴウ・いぼ,贅
25120,贆,19,ヒョウ,
25121,贇,19,イン,贇
25122,贈󠄂,18,ゾウ・ソウ・おくる,贈
25123,贉󠄁,19,タン・ドン,贉
25124,贉󠄂,19,タン・ドン,贉
25125,贊󠄁,19,サン・たすける,贊賛
25126,贊󠄂,19,サン・たすける,贊
25127,贋,19,ガン・カン・にせ,贋
25128,贍,20,セン・ゼン・たす・たりる,贍
25129,贎󠄁,19,バン・ライ・レイ・たから,贎
25130,贎󠄂,20,バン・マン・ライ・レイ,贎
25131,贏󠄃,20,エイ・ヨウ・あまり・かつ,贏
25132,贏󠄂,20,エイ・ヨウ・あまり・かつ,贏
25133,贏󠄅,20,エイ・ヨウ・あまり・かつ,贏
25134,贏󠄄,20,エイ・ヨウ・あまり・かつ,贏
25135,贐󠄁,21,ジン・シン・はなむけ,贐
25136,贐󠄂,22,シン・ジン・はなむけ,贐
25137,贑󠄀,21,カン,贛
25138,贑󠄁,21,カン・コウ・ク・コン,贛
25139,贒,21,ケン・かしこい,贒賢
25140,贓󠄁,21,ゾウ・ソウ,贓
25141,贓󠄂,21,ゾウ,贓
25142,贔,21,ヒ・ビ,贔
25143,贕,22,トク・ドク,贖
25144,贖,22,ショク・ゾク・シュ・ジュ・あがなう,贖
25145,贗,22,ガン・ゲン・にせ,贋偐
25146,贘,22,,
25147,贙,23,ケン・ゲン,贒
25148,贚,23,リョウ・リュ,朧
25149,贛󠄁,24,カン・トウ・チョウ・チュ・コウ・コン・ケン・ク・おろか,贛
25150,贛󠄂,24,カン・トウ・コウ・ク・コン・おろか,贛
25152,贜󠄁,24,ゾウ・かくす,贓賍
25153,贜󠄂,24,ゾウ・かくす,贓賍
25154,贜󠄃,25,ゾウ,贓賍
25157,赤,7,セキ・シャク・あか・あかい・あからむ・あからめる,赤
25158,赥,11,ケキ・キャク・キョク・コキ,
25159,赦,11,シャ・サク・シャク・ゆるす,赦
25160,赧,12,タン・ダン・あからめる,赧
25161,赨,13,トウ・ズ・ユウ・ユ・キュウ・グ,
25162,赩,13,コク・キョク・カク・キャク,
25163,赫,14,カク・キャク・シャク・ケ・カ・セキ・ケキ・かがやく・あかい・おどす,赫
25164,赬,16,テイ・チョウ・あか,赬
25165,赭󠄁,16,シャ・あかつち・あか,赭
25166,赭󠄂,15,シャ・あかつち,赭
25167,赮,16,カ・ゲ,
25168,赯,17,トウ・ドウ,糖頳
25169,走,7,ソウ・シュ・はしる・おもむく,走
25170,赱,6,ソウ・はしる,赱走
25171,赲,9,リョク・リキ,赴劫
25172,赳󠄃,9,キュウ・ク,赳
25173,赳󠄄,10,キュウ,赳
25174,赳󠄂,10,キュウ,赳
25175,赴,9,フ・おもむく,赴
25177,赶,10,ゴン・ガチ・ゲン・ケツ・ケン・カン,趕
25178,起󠄂,10,キ・おきる・おこる・おこす・たつ,起
25179,起󠄃,10,キ・おきる・おこる・おこす,起
25180,赸,10,サン,赳
25181,赹,11,ケイ・ギョウ・シュン,
25182,赺,11,キン・カン・ギン・ゴン,趁
25183,赻,11,セン,鮮
25184,赼,11,シ,次趦
25185,赽,11,ケツ・ケチ・ケイ・ケ,
25186,赾,11,キン・コン,起近
25187,赿,11,チ・エツ・こす・こえる,遲遅越
25188,趀,12,シ,赳柹
25189,趁,12,チン・デン・ネン・シン・おう,趁
25190,趂󠄁,12,チン・おう,趁
25191,趂󠄂,12,チン・おう,趁
25192,趃,12,テツ・デチ・トツ・ドチ,跌
25193,趄,12,ショ,趄
25194,超,12,チョウ・こえる・こす,超
25195,趆,12,テイ・タイ,遅遲
25196,趇,12,シュウ,柆趄
25197,趈,12,タン・テン,站
25198,趉,12,チュツ・ジュチ・ガチ・クツ・グチ・キツ・ギチ・クチ,趄朏
25199,越,12,エツ・オチ・カツ・ガチ・こす・こえる・ここに・こし,越
25200,趋,12,スウ,趨趣
25201,趌,13,キツ・キチ・ケツ・ケチ,
25202,趍,13,チ・ジ・シュ,
25203,趎,13,チュ・ジュ・シュ・チュウ・シュウ,趣株
25204,趏,13,カツ・ガツ・ガチ・ケチ・ゲチ,越
25205,趐,13,ケツ・ケチ,
25206,趑,13,シ,次趦䠖
25207,趒,13,チョウ・ジョウ,
25208,趔,13,レツ・レチ,趣
25209,趕,14,カン,趕
25210,趖,14,サ,矬趕
25211,趗,14,ショク・ソク,促
25212,趘,14,ケキ・ギャク,梶趄
25213,趙󠄂,14,チョウ・ジョウ・キョウ,趙
25214,趙󠄃,14,チョウ・ジョウ・キョウ,趙
25215,趚,14,ソク,速
25216,趛,15,ギン・ゴン,趁金
25217,趜,15,キュウ・グ・キク,麹趨
25218,趝,15,ケン,
25219,趞,15,シャク・サク・セキ・ジャク,
25220,趟,15,トウ・チョウ・ジョウ,
25221,趠,15,トウ・タク・チョウ,
25222,趡,15,ユイ・ジョ・スイ・イ・ショウ・ショ,進趙
25223,趢,15,ロク・リョク,
25224,趣,15,シュ・シュウ・ソウ・ショク・ソク・おもむき・うながす・おもむく,趣
25225,趤,15,トウ・ドウ,超宕
25226,趥,16,シュウ・シュ,遒
25227,趦,16,シ・たちもとおる,趦
25228,趧,16,ダイ・テイ・タイ,踶趕
25229,趨,17,スウ・シュ・ショク・ソク・おもむく・はしる,趨
25230,趩󠄀,18,チョク・チキ,禩超
25231,趩󠄁,19,チョク・チキ,禩超
25232,趪,19,コウ・オウ,僙
25233,趫,19,ギョウ・チョウ・キョウ・すばやい,
25234,趬,19,キョウ,
25235,趭,19,ジョウ・ショウ・ヨウ,樵趯
25236,趮,20,ソウ・さわがしい,躁
25237,趯󠄁,21,テキ・チャク・ヤク・ヨウ・おどる,趯
25238,趯󠄂,21,テキ・おどる,趯
25239,趲,26,ザン・サン・ソ,
25240,足,7,ソク・ショク・シュ・スウ・あし・たりる・たる・たす,足
25241,趴,9,ハツ,爬
25242,趵,10,ヒョウ・ハク・ホウ・サク・シャク,
25243,趶,10,オ・コ・ク・ウ,胯
25244,趷,10,コツ,
25245,趹󠄁,11,ケツ・ケチ・ケイ・ケ,
25246,趹󠄂,11,ケイ・ケチ・ケツ・ケ・おもむく・はやい・ふむ,
25247,趺,11,フ・あし,趺
25248,趻,11,チン・シン・タン・テン,
25249,趼󠄂,11,ゲン・ケン,
25250,趼󠄁,13,ゲン・ケン,
25251,趽,11,ホウ・ビョウ・ボウ,跖紡
25252,趾,11,シ・あし・あと・もと,趾
25253,趿,11,ソウ・シュウ,跋
25254,跀,11,ゲツ・ゴツ・ガツ・ハツ・あしきる,
25255,跁,11,ハ・ベ,爬
25256,跂,11,キ・ギ・シ・リ・ゲキ・ケキ・むつゆび,跂
25258,跅,12,シャク・タク・セキ,
25259,跆,12,タイ・ダイ,跆
25260,跇󠄁,12,エイ・テイ・セイ・ゼイ,
25261,跇󠄂,12,エイ・テイ・セイ・ゼイ,
25262,跈,12,デン・ネン・セン・ゼン・チン・テン・ジン,跈
25263,跉,12,レイ・リョウ,
25264,跊,12,バイ・マイ,
25265,跋󠄁,12,ハツ・バツ・バチ・ハイ・ふむ・おくがき,跋
25266,跋󠄂,11,ハツ・バツ・ハイ・バチ・ふむ・おくがき・つまづく・こえる,跋
25267,跌,12,テツ・デチ・ドチ・トツ・つまずく・あやまつ,跌
25268,跍,12,コ・ク,
25269,跎,12,タ・ダ,跎
25270,跏,12,カ・ケ,跏
25271,跐,12,シ・サイ,趾玼
25272,跑,12,ハク・バク・ビョウ・ホウ・ホク・ボク・あがく・はしる,跑
25274,跒,12,カ・ケ,
25275,跓,12,チュ・ジュ,跬
25276,跔,12,ク,
25277,跕,12,チョウ,
25278,跖,12,セキ・シャク・あしのうら,跖
25279,跗,12,フ・ブ・くびす,跗
25280,跘,12,ハン・バン・ベン,蹣
25281,跙,12,ショ・ジョ・シャ・ソ,跙
25282,跚󠄃,12,サン,跚
25283,跚󠄂,12,サン,跚
25284,跚󠄄,12,サン,跚
25285,跚󠄅,12,サン,跚
25286,跛,12,ハ・ヒ・あしなえ・ちんば・びっこ,跛
25287,跜,12,ジ・ニ,跎
25288,距󠄃,12,キョ・ゴ・けづめ,距
25289,距󠄂,12,キョ・けづめ・たがう・へだてる,距
25290,跟,13,コン・くびす,跟
25291,跠,13,ジ・イ・チ,夷
25292,跡,13,セキ・シャク・あと,跡
25293,跢,13,ジ・チチ・タイ・タ・チ・チツ,趨
25294,跣,13,セン・ソン・はだし,跣
25295,跤󠄁,13,コウ・キョウ,骹
25296,跤󠄂,13,コウ・キョウ・はぎ・すね,
25297,跥,13,タ,
25298,跦,13,ジュ・チュウ・チュ,蹰
25299,跧,13,シュン・ソン・サン・セン・ゼン,
25300,跨󠄁,13,コ・ケ・ク・カ・カイ・またがる・またぐ,跨
25301,跨󠄂,13,ケ・ク・カ・カイ・コ・またぐ,跨
25302,跩,13,セイ・ゼイ,践絏
25303,跪,13,キ・ギ・ひざまづく・ひざまずく,跪
25304,跫󠄁,13,キョウ・ク・コク・コウ・キョク・あしおと,跫
25305,跫󠄂,13,キョウ・コウ・あしおと,跫
25306,跬,13,キ・ケ・セチ・カイ・セツ・ひとあし・かたあし,跬
25307,跭,13,コウ・ゴウ,絳路
25308,跮,13,チチ・デチ・チ・チツ・テツ,跬蛭
25309,路,13,ロ・ラク・じ・みち,路
25310,跰󠄁,13,ホウ・ヘイ・ヘン,
25311,跰󠄂,15,ヘイ・ホウ・ヒョウ・ヘン・ベン,
25312,跱,13,チ・ジ,
25313,跲,13,キョウ・ゴウ・キュウ・コウ,
25314,跳󠄂,13,チョウ・ジョウ・ドウ・トウ・はねる・とぶ・おどる,跳
25315,跳󠄃,13,チョウ・はねる・とぶ,跳
25316,跴,13,サイ,
25317,践,13,セン・ふむ,践
25318,跼,14,キョク・ゴク・ク・グ・せぐくまる,跼
25319,跽,14,キ・ギ・ひざまづく・まがる・ひざまずく,跽
25320,跾,14,シュク・チュウ・チュ,倏倐
25321,跿,14,ト・ズ,跿
25322,踀,14,シュク・スク,齪
25323,踁,14,ケイ・ギョウ・コウ・キョウ,脛
25324,踂,14,ジョウ・ニョウ・チュウ,
25325,踃,14,ショウ,銷跙
25326,踄,14,ハク・バク・ホ・ブ,
25327,踅,14,テイ・タイ・セツ・ゼチ,
25328,踆,14,シュン・ソン・ゾン・うずくまる・おわる・さといも,踆
25329,踇,14,ボウ・モ,鋂
25330,踈,14,ソ,踈疎
25331,踉󠄂,14,ロウ・リョウ,踉
25332,踉󠄃,14,ロウ,踉
25333,踊,14,ヨウ・ユ・おどる・おどり,踊
25334,踋,14,キャク,脚
25335,踌,14,チュウ・ためらう,踌
25336,踏,15,トウ・ふむ・ふまえる,踏
25337,踐,15,セン・ゼン・ふむ,踐践
25338,踑,15,キ・ギ,
25339,踒,15,ワ・イ・ズイ,逶
25340,踓,15,イ・スイ・シュク,蹴
25341,踔,15,タク・チョウ・チョク・ジョウ・トウ・チャク・すぐれる・はるか,踔
25342,踕,15,ショウ・ジョウ,踶
25343,踖,15,セキ・サク・シャク・ける・しのぐ・はせる・ふむ,踖
25344,踗,15,ジョウ・ニョウ,
25345,踘,15,キク・コク,
25346,踚,15,リン・ロン,論
25347,踛,15,リク・ロク,跬睦
25348,踜,15,ロウ・チョウ,踆
25349,踝,15,カ・ゲ・くるぶし,踝
25350,踞,15,キョ・コ・うずくまる,踞
25351,踟,15,チ・ジ,踟
25352,踠,15,エン・ワ・オン・かがむ・もがく,踠
25353,踡,15,ケン・ゲン・かがむ・せぐくまる,踡
25354,踢,15,テキ・チャク・シャク・ける,踢
25355,踣,15,ハイ・ボク・ホク・ホウ・バイ・ブ・フ・さらす・たおす・たおれる,踣
25356,踤,15,ソツ・スイ・シュツ,猝萃
25357,踥,15,ショウ,躞
25358,踦,15,キ・イ・ギ,
25359,踧,15,シュク・テキ・ジャク,踧
25360,踨,15,ショウ,蹤踪
25361,踩,15,キ・レツ・サイ,
25362,踪,15,ソウ,踪
25363,踫,16,ハン・ヘン,碰掽
25364,踰󠄁,16,ユ・ヨウ・チュ・こえる,踰
25365,踰󠄂,16,ユ・ヨウ・こえる,踰
25366,踱,16,タク・ダク・チャク,
25367,踲,16,トン,遁遯
25368,踳,16,シュン・セン,
25369,踴,16,ヨウ・おどる,踴踊
25370,踵,16,ショウ・シュ・くびす・つぐ・かかと,踵
25371,踶,16,チ・テイ・ダイ・シ・ジ・ふむ,踶
25372,踷,16,タ,
25373,踸󠄁,16,チン・タン・テン,
25374,踸󠄂,16,チン・タン・テン,
25375,踹,16,セン・ゼン・タン・ふむ,踹
25376,踺,16,ケン・ゴン,鍵
25377,踻,16,カ・ケ・タ・ダ,蝸蹻
25378,踼,16,トウ・ドウ・ショウ,踢
25379,踽,16,ク,踽
25380,踾,16,フク・ヒョク・ヒキ,蝠
25381,踿,16,シュク,蹙
25382,蹀,16,チョウ・ジョウ,
25383,蹁,16,ヘン・ベン,
25384,蹂,16,ジュウ・ニュ・ニュウ・ふむ,蹂
25385,蹃󠄀,15,ジャク・ニャク・ダク・ジャ・ニャ・ダ・ナ,諾躇
25386,蹃󠄁,16,ジャク・ニャク・ダク・ジャ・ニャ・ダ・ナ,諾躇
25387,蹄󠄁,16,テイ・ダイ・ひづめ,蹄
25388,蹄󠄂,16,テイ・ひづめ,蹄
25389,蹅,16,サ,踏楂
25390,蹆󠄀,16,タイ,腿
25391,蹆󠄁,17,タイ,腿
25392,蹇,17,ケン・コン・あしなえ・なやむ,蹇
25393,蹈󠄁,17,トウ・ドウ・ふむ,蹈
25394,蹈󠄂,17,トウ・ふむ,蹈
25395,蹉,17,サ・シ・つまずく,蹉
25396,蹊󠄂,17,ケイ・ゲイ・まつ,蹊徯
25397,蹊󠄃,17,ケイ,蹊
25398,蹋󠄁,17,トウ・ドウ・ふむ,蹋踏
25399,蹋󠄂,17,トウ・ドウ・ふむ,蹋踏
25400,蹌,17,ソウ・ショウ,蹌
25401,蹍,17,テン・デン・ネン,
25402,蹎,17,テン・つまずく,
25403,蹏,17,テイ・ダイ・ひづめ,蹄
25404,蹐,17,セキ・シャク,蹐
25405,蹑,17,ジョウ,躡
25406,蹔,18,サン・ザン・しばらく,蹔
25407,蹕󠄁,18,ヒツ・ヒチ・ヒ・ビ・さきばらい,蹕
25408,蹕󠄂,18,ヒツ・さきばらい,蹕
25409,蹖,18,ショウ・シュ,
25410,蹗,18,ロク,樚
25411,蹘,18,ロウ・リョウ,跈
25412,蹙,18,シュク・セキ・シャク・せまる,蹙
25413,蹚,18,トウ・ジョウ,撑
25414,蹛,18,タイ・テイ・ダイ・タ・タン,
25415,蹜,18,シュク,
25416,蹝,18,シ・くつ,屣
25417,蹞󠄁,18,キ・かたあし,跬
25418,蹞󠄂,18,キ・かたあし,跬
25419,蹟,18,セキ・シャク・あと,蹟
25420,蹠,18,セキ・シャク・ショ・あしのうら,蹠跖
25421,蹡,18,ショウ・ソウ,
25422,蹢󠄁,18,テキ・ジャク・タク・チャク・たたずむ・たちもとおる・ひづめ,蹢
25423,蹢󠄂,18,テキ・タク・たたずむ・たちもとおる・ひづめ,蹢
25424,蹣,18,マン・ハン・バン,蹣
25425,蹤,18,ショウ・シュ・あと,蹤
25426,蹥,18,レン,
25427,蹦,18,ホウ,繃
25428,蹧,18,ソウ,遭糟
25429,蹨,19,デン・ネン・ゼン,趁
25430,蹩,19,ベツ・ヘツ・ベチ・ふむ,
25431,蹪,19,タイ・ズイ・キ,聵
25432,蹫,19,キツ・キチ,蹻
25433,蹬,19,トウ・ドウ・のぼる・ふむ,蹬
25434,蹭,19,ソウ・ショウ,蹭
